constant folder exists!
system folder exists!
constant/polyMesh folder exists!
Everything is clear!
I am the mesh constructor
Mesh was read successfully!


 Cell Volumes            Cell Centers
0.00629509          [ 0.00365206 0.00450437 0.000433503 ]

0.00265266          [ 0.0042744 0.00866686 0.00102877 ]

0.00624682          [ 0.00359953 0.00204795 0.000340718 ]

0.00263303          [ 0.00518529 0.00343388 0.000862682 ]

0.010773          [ 0.00325095 0.0034351 0.000282129 ]

0.00516189          [ 0.00139537 0.00678483 0.000588811 ]

0.00589323          [ 0.00627948 0.00155884 0.000515741 ]

2.21046e-05          [ 0.415596 0.325849 0.1375 ]

0.00429118          [ 0.00478158 0.0042506 0.000557528 ]

0.000578648          [ 0.0366672 0.0254456 0.0040675 ]

0.00720623          [ 0.0054228 0.00554594 0.000499859 ]

0.00189963          [ 0.00654278 0.0205713 0.00189621 ]

0.0072864          [ 0.00548451 0.00182742 0.000494324 ]

0.000908284          [ 0.0146609 0.0136839 0.00396583 ]

1.80518e-05          [ 1.86355 0.0998806 0.1375 ]

0.00146632          [ 0.0205903 0.000969776 0.00154057 ]

0.00181776          [ 0.0172937 0.0166094 0.00124272 ]

0.00189601          [ 0.018091 0.0177428 0.00130913 ]

0.000710003          [ 0.00253946 0.00346913 0.00349593 ]

0.000584334          [ 0.00243354 0.00456231 0.00386589 ]

0.0019666          [ 0.00125247 0.0174416 0.00126214 ]

0.0020416          [ 0.0013058 0.0153976 0.00110647 ]

0.00394252          [ 0.00298697 0.00498786 0.000565502 ]

0.000750095          [ 0.0319387 0.0344402 0.0030963 ]

0.000498089          [ 0.0159583 0.0480979 0.00466285 ]

0.00294576          [ 0.00879532 0.00334521 0.000790774 ]

0.00248411          [ 0.00395513 0.00319979 0.000934948 ]

0.00273782          [ 0.00682745 0.00872305 0.000854477 ]

1.75888e-05          [ 0.596737 1.09839 0.1375 ]

0.00960207          [ 0.00286419 0.00371717 0.000272901 ]

0.00295512          [ 0.000819785 0.00930663 0.000886738 ]

0.00738911          [ 0.00483043 0.00143629 0.000354632 ]

0.000687572          [ 0.0154354 0.00352335 0.00381111 ]

0.00301656          [ 0.00645888 0.00658464 0.000874508 ]

0.00444524          [ 0.00744789 0.00811912 0.000599991 ]

0.00410929          [ 0.000657735 0.00805677 0.000649042 ]

0.00342757          [ 0.0105297 0.00165908 0.000778132 ]

0.000652885          [ 0.00870998 0.00413982 0.0040851 ]

0.00127288          [ 0.0175987 0.0159249 0.00195583 ]

0.00466078          [ 0.00549248 0.00762939 0.000569304 ]

0.0021661          [ 0.00140159 0.0118181 0.00122497 ]

0.00439231          [ 0.00809574 0.00295874 0.000604102 ]

0.00122289          [ 0.010627 0.00248262 0.00216977 ]

0.00693603          [ 0.00286972 0.00375837 0.000348392 ]

0.00224453          [ 0.00404554 0.008868 0.0010766 ]

0.00528655          [ 0.00505896 0.00296123 0.000469432 ]

1.72276e-05          [ 0.867844 0.517164 0.1375 ]

0.0075603          [ 0.00425046 0.000470064 0.000319582 ]

0.00761039          [ 0.00415091 0.00422248 0.000317479 ]

0.000252163          [ 0.0140933 0.0119332 0.00958165 ]

0.00207184          [ 0.00145239 0.0152473 0.00116618 ]

0.00193018          [ 0.0134516 0.0170429 0.00121592 ]

1.70687e-05          [ 0.0727376 1.52115 0.1375 ]

0.00462449          [ 0.00711343 0.00176742 0.000507505 ]

0.00205741          [ 0.00397266 0.000603446 0.00114073 ]

0.00338692          [ 0.00737596 0.00539472 0.000766486 ]

8.50086e-05          [ 0.300118 0.325774 0.0355659 ]

0.00134138          [ 0.0135777 0.011833 0.00147514 ]

0.000433607          [ 0.0878075 0.0569588 0.00634119 ]

0.00223115          [ 0.0110695 0.000860529 0.00123236 ]

1.99969e-05          [ 0.764926 1.90399 0.1375 ]

0.0021239          [ 0.000903982 0.00720193 0.00129459 ]

2.12796e-05          [ 1.37978 1.13721 0.1375 ]

0.00472376          [ 0.00459287 0.00487779 0.000516167 ]

0.000588902          [ 0.0385636 0.023034 0.00408391 ]

0.00496461          [ 0.00597378 0.0055956 0.000490637 ]

0.00304181          [ 0.00251499 0.00974995 0.000800779 ]

0.002603          [ 0.0106723 0.00221768 0.000935776 ]

0.00109751          [ 0.00525974 0.00697045 0.00221941 ]

0.0066627          [ 0.00391802 0.00421024 0.000408328 ]

0.000510279          [ 0.0225768 0.051154 0.00533123 ]

0.00757756          [ 0.00360115 0.00172862 0.000349359 ]

0.000605474          [ 0.0216003 0.0184977 0.00436532 ]

2.28785e-05          [ 1.57191 1.42551 0.1375 ]

0.00172082          [ 0.00763792 0.0208988 0.00182808 ]

0.00252858          [ 0.012898 0.00387332 0.0012441 ]

0.00269279          [ 0.00363712 0.00488099 0.00116823 ]

0.00372836          [ 0.0055183 0.00950189 0.000724633 ]

0.00400178          [ 0.000967295 0.00514126 0.000675123 ]

1.96487e-05          [ 1.80299 0.952897 0.1375 ]

0.000872308          [ 0.0214639 0.00443754 0.00309718 ]

0.000363126          [ 0.0500561 0.0584457 0.00676665 ]

0.000923442          [ 0.0271504 0.0227351 0.00276413 ]

0.00153944          [ 0.00933368 0.00776489 0.00142066 ]

2.09329e-05          [ 1.26876 1.75029 0.1375 ]

0.00494106          [ 0.00429857 0.00581604 0.000465204 ]

0.000944303          [ 0.00553554 0.0281252 0.00304803 ]

0.0041572          [ 0.0011298 0.00510908 0.00055292 ]

0.00377176          [ 0.0097139 0.00405831 0.000763111 ]

0.00176364          [ 0.0162944 0.00691452 0.00130333 ]

0.00279597          [ 0.00547466 0.00186956 0.00102944 ]

0.000389782          [ 0.031286 0.0120498 0.00589715 ]

0.00735272          [ 0.0029511 0.00398257 0.000362482 ]

0.00263455          [ 0.00359994 0.00823617 0.00101164 ]

0.00533776          [ 0.00558447 0.00325547 0.000508516 ]

1.91556e-05          [ 0.880845 0.489727 0.1375 ]

0.00548119          [ 0.00529369 0.00464651 0.000391846 ]

0.00413657          [ 0.00615689 0.000537833 0.000519218 ]

0.00242739          [ 0.0023779 0.0119535 0.000884813 ]

0.0003676          [ 0.00605219 0.015702 0.00584272 ]

0.00456577          [ 0.00840945 0.00668512 0.000588234 ]

0.000511413          [ 0.0596831 0.00130949 0.00525161 ]

0.00649961          [ 0.00131432 0.00590738 0.000413216 ]

0.00151953          [ 0.000440722 0.00562186 0.00176748 ]

0.00735017          [ 0.00392465 0.00291867 0.00034454 ]

0.00699768          [ 0.00556732 0.00419726 0.000483446 ]

0.00507124          [ 0.0030333 0.00568832 0.000499371 ]

0.00204086          [ 0.0105116 0.00391428 0.00124086 ]

0.00690345          [ 0.00287337 0.00564332 0.000490045 ]

0.00214265          [ 0.0137078 0.0047833 0.00157889 ]

0.000930664          [ 0.00858365 0.0165286 0.0027211 ]

0.00139376          [ 0.00735343 0.0142321 0.00242725 ]

0.00970836          [ 0.00302433 0.00244818 0.000237132 ]

0.00256984          [ 0.00924875 0.00160502 0.000895839 ]

0.00686176          [ 0.00141629 0.00427898 0.000335506 ]

4.99387e-05          [ 0.0825943 0.194603 0.0460998 ]

0.000983135          [ 3.47072e-37 2.00588e-35 3.39051e-36 ]

0.00829281          [ 0.29421 0.989509 0.04973 ]

0.00231389          [ 2.02889e-35 1.47465e-37 1.44058e-36 ]

0.00920419          [ 0.89153 0.631038 0.0448058 ]

0.00636939          [ 0.00231564 0.00352603 0.000301042 ]

0.00306065          [ 0.00177465 0.00481897 0.000626485 ]

0.00321976          [ 0.00697451 0.00408091 0.000595464 ]

1.39437e-05          [ 0.942332 0.389499 0.1375 ]

0.000845104          [ 0.0241174 0.0254209 0.00336489 ]

0.0048598          [ 0.00348029 0.00281976 0.000463414 ]

0.00539466          [ 0.00365073 0.00315782 0.00041337 ]

0.0018995          [ 0.0118965 0.016709 0.00154765 ]

2.13802e-05          [ 0.5155 1.05694 0.1375 ]

0.00558703          [ 0.0058559 0.00372321 0.000542765 ]

0.00374144          [ 0.00522103 0.00285545 0.000760592 ]

0.00611084          [ 0.00442993 0.00284339 0.000340083 ]

0.00584121          [ 0.00220036 0.00463441 0.000355781 ]

0.00182018          [ 0.00954604 0.00173483 0.00114175 ]

0.00127488          [ 0.00247687 0.0100816 0.00163011 ]

0.000313392          [ 0.0522248 0.087558 0.00710037 ]

1.61832e-05          [ 0.304423 1.01134 0.1375 ]

0.00471983          [ 0.00581393 0.00338998 0.000471471 ]

0.00447844          [ 0.0035727 0.00110009 0.000496883 ]

2.12904e-05          [ 1.85883 1.75549 0.1375 ]

0.0023506          [ 0.0159002 0.0012786 0.0012454 ]

2.12904e-05          [ 0.244509 1.85883 0.1375 ]

0.00119004          [ 0.00252552 0.00437438 0.00245994 ]

0.00887777          [ 0.00459273 0.00351525 0.000321765 ]

0.00562883          [ 0.00554424 0.000137988 0.000507486 ]

0.00028806          [ 0.00269636 0.0359032 0.00991652 ]

0.00550202          [ 0.00187972 0.00741058 0.000519183 ]

0.00368225          [ 0.00354499 0.00392813 0.000733739 ]

0.00247605          [ 0.00641824 0.00451908 0.000984576 ]

0.000470821          [ 0.0307711 0.058018 0.00550077 ]

0.000603576          [ 0.0395342 0.0334461 0.00374045 ]

0.00289061          [ 0.00339451 0.0047656 0.00085113 ]

0.00363121          [ 0.00559868 0.00249188 0.000626087 ]

0.00280186          [ 0.00738338 0.00743019 0.00095662 ]

0.00739216          [ 0.00377641 0.00257662 0.000273562 ]

0.00634962          [ 0.00163273 0.00439645 0.000318477 ]

0.00293426          [ 0.00649116 0.000510586 0.000689172 ]

0.000105448          [ 0.0142079 0.0983163 0.0191774 ]

0.00380457          [ 0.00456623 0.00772496 0.000585427 ]

0.00217362          [ 0.00138336 0.00799244 0.0010247 ]

0.00285419          [ 0.0102972 0.00526403 0.000780361 ]

0.0021725          [ 0.00691579 0.00138408 0.00102523 ]

0.000454553          [ 0.0471454 0.057822 0.00653257 ]

0.00288375          [ 0.00737908 0.00659862 0.000905134 ]

0.00459693          [ 1.53771 1.78109 0.089579 ]

0.00325158          [ 1.2003e-37 1.75976e-35 1.02514e-36 ]

0.00413983          [ 1.97775 0.281901 0.0994697 ]

0.000558598          [ 1.69116e-35 6.9869e-37 5.96732e-36 ]

0.00261928          [ 2.18442e-35 1.2003e-37 1.27261e-36 ]

0.000449974          [ 6.9869e-37 2.10023e-35 7.40784e-36 ]

0.00414505          [ 1.98208 1.70916 0.0995734 ]

0.00414505          [ 0.282305 1.98208 0.0995734 ]

0.00445496          [ 0.00663355 0.00702212 0.000552464 ]

0.00453058          [ 0.0061789 0.00645562 0.000506185 ]

0.00338174          [ 0.00133544 0.00873874 0.000727792 ]

0.00345736          [ 0.00118864 0.00809692 0.000663312 ]

0.00269451          [ 0.01161 0.00231848 0.000913414 ]

0.0025676          [ 0.0113911 0.00208882 0.000893172 ]

0.000878778          [ 0.00710895 0.00513907 0.00280072 ]

0.00084682          [ 0.00633341 0.00485294 0.00270814 ]

0.0039929          [ 0.00379173 0.00447823 0.000555045 ]

0.000133392          [ 0.101698 0.182464 0.0184488 ]

0.0051902          [ 0.00421513 0.00405381 0.000538547 ]

0.00360438          [ 0.00756807 0.00689903 0.000763464 ]

0.00500346          [ 0.00498501 0.00255608 0.000551766 ]

0.00109443          [ 0.0401967 0.037457 0.0029894 ]

0.0037786          [ 0.010849 0.000951602 0.000865844 ]

2.37941e-05          [ 0.277136 1.84888 0.1375 ]

0.00109403          [ 0.00328669 0.00602745 0.0029905 ]

0.00299601          [ 0.00975035 0.00636499 0.00109295 ]

0.0026142          [ 0.0132829 0.0085034 0.000980494 ]

0.00349726          [ 0.0063563 0.000731672 0.00073292 ]

1.86415e-05          [ 0.807522 1.86273 0.1375 ]

0.000933134          [ 0.00274221 0.0161321 0.00274688 ]

0.0033692          [ 0.00631458 0.00805587 0.000731521 ]

0.00230299          [ 0.00378095 0.00923803 0.00107019 ]

0.0030283          [ 0.00848147 0.00457798 0.000772395 ]

0.00181073          [ 0.00792584 0.0047611 0.00133641 ]

2.28199e-05          [ 1.23885 1.76486 0.1375 ]

0.00394259          [ 0.00550595 0.00798742 0.000627922 ]

0.000768249          [ 0.00698445 0.0367985 0.00408427 ]

0.00200013          [ 0.00225893 0.0108531 0.00123774 ]

0.00330079          [ 0.00954048 0.00433277 0.000750013 ]

0.00405972          [ 0.00992039 0.00427847 0.000772895 ]

0.00314219          [ 0.0055278 0.00170766 0.000998581 ]

0.0016532          [ 0.00865085 0.00273298 0.00149748 ]

0.00667514          [ 0.00249936 0.00217544 0.000279464 ]

0.00110747          [ 0.0193619 0.0231285 0.00300481 ]

0.00122214          [ 0.018767 0.0235516 0.00297099 ]

0.000694443          [ 0.0228796 0.0482086 0.00337768 ]

1.7059e-05          [ 0.037505 0.931392 0.1375 ]

0.00522364          [ 0.00640896 0.00348978 0.000449037 ]

0.00490703          [ 0.00371495 0.000130384 0.00047801 ]

0.00020276          [ 0.128148 0.0993379 0.0133074 ]

0.000298146          [ 0.0976813 0.0108396 0.00700561 ]

0.0044689          [ 0.00607514 0.00651688 0.000467384 ]

0.000346182          [ 0.00933548 0.00363305 0.0060335 ]

0.00582486          [ 0.000215919 0.00466091 0.000358582 ]

0.00319137          [ 0.00604528 0.010553 0.000762155 ]

1.76896e-05          [ 0.0961288 1.09063 0.1375 ]

0.00281002          [ 0.00583018 0.0104767 0.000750835 ]

0.00213559          [ 0.000584885 0.00767141 0.000987955 ]

0.0074166          [ 0.00454099 0.00216898 0.000327956 ]

0.00381808          [ 0.00771063 0.0037469 0.000552597 ]

0.00350523          [ 0.00458927 0.000485127 0.000693912 ]

0.00170367          [ 0.00839716 0.000733168 0.00123843 ]

1.61988e-05          [ 1.93025 1.08256 0.1375 ]

0.000995165          [ 0.0176214 0.00113536 0.00223816 ]

0.000960225          [ 0.0154771 0.032563 0.0023196 ]

0.002644          [ 0.000427335 0.00562082 0.000842412 ]

0.00430246          [ 0.00637173 0.00800476 0.00055988 ]

0.000596327          [ 0.00100246 0.0459716 0.00403949 ]

0.00573141          [ 0.00600902 0.00133019 0.000420291 ]

0.00151038          [ 0.00504764 0.000395789 0.00159487 ]

0.00486916          [ 0.00358739 0.00380328 0.000432464 ]

0.000817363          [ 0.0389381 0.00448308 0.00302219 ]

0.0042486          [ 0.00759457 0.00749106 0.000581422 ]

0.000763736          [ 0.00479787 0.00537367 0.0032344 ]

0.0051491          [ 0.000797046 0.0062664 0.00047974 ]

0.0075473          [ 0.00326946 0.00365053 0.000350359 ]

0.00189322          [ 0.00576169 0.0130308 0.0013964 ]

0.00452607          [ 0.00561324 0.00279992 0.000538744 ]

0.000686156          [ 0.0184862 0.0146778 0.00355654 ]

0.00324712          [ 0.00471828 0.00809783 0.000751732 ]

0.0034208          [ 0.0074831 0.00573243 0.000694026 ]

0.00180382          [ 0.00510597 0.00849351 0.00135321 ]

0.0021794          [ 0.00900083 0.00410532 0.00108939 ]

0.0065838          [ 0.0045934 0.000687689 0.000371099 ]

0.00741349          [ 0.00418298 0.00407932 0.000329567 ]

1.7769e-05          [ 0.254803 0.29805 0.1375 ]

0.00346363          [ 0.00152905 0.00895317 0.000705399 ]

0.00311562          [ 0.000203817 0.0084076 0.00078019 ]

0.00372473          [ 0.0070327 0.00932195 0.000652605 ]

0.00107914          [ 0.00848998 0.000588451 0.00225252 ]

0.00400344          [ 0.00867297 0.00228849 0.000607172 ]

0.00202066          [ 0.0125962 0.00688448 0.000911099 ]

0.00383036          [ 0.00363181 0.000346145 0.000480638 ]

1.33892e-05          [ 0.961017 1.90098 0.1375 ]

1.33892e-05          [ 0.0990247 0.961017 0.1375 ]

0.00264099          [ 0.00601574 0.00651024 0.000815027 ]

0.00253633          [ 0.00691704 0.00684716 0.00102658 ]

0.00515508          [ 0.00398179 0.0040657 0.000508061 ]

0.00161195          [ 1.10627e-35 1.93939e-37 2.06789e-36 ]

0.0082093          [ 1.00087 0.268981 0.0502794 ]

1.75849e-05          [ 1.77778e-35 2.77706e-33 1.89557e-34 ]

0.00520815          [ 1.16107 1.57762 0.0792525 ]

0.00162267          [ 0.00914451 0.01108 0.00158833 ]

0.00149601          [ 0.00743214 0.00901727 0.00132454 ]

0.00382745          [ 0.00401246 0.00320159 0.00059331 ]

0.00344927          [ 0.00770134 0.00788436 0.000759442 ]

0.00296127          [ 0.00368891 0.00898378 0.000885915 ]

0.00145519          [ 0.00793913 0.00750515 0.00180241 ]

0.00374352          [ 0.00427397 0.00742963 0.000595543 ]

0.00712871          [ 0.00233571 0.00413944 0.000326387 ]

1.6214e-05          [ 0.284632 0.986783 0.1375 ]

0.00100598          [ 0.00430853 0.0165516 0.00231289 ]

0.00702966          [ 0.00395652 0.002337 0.000317145 ]

0.00748553          [ 0.00394212 0.00229677 0.000310828 ]

0.00284608          [ 0.00577225 0.00162154 0.000783331 ]

0.00137271          [ 0.0125245 0.00315748 0.00169498 ]

0.000685011          [ 0.0345401 0.026277 0.00362335 ]

0.00199342          [ 0.00858033 0.00902662 0.00086035 ]

1.25023e-05          [ 0.557416 1.37128 0.1375 ]

0.00136454          [ 0.00576075 0.00510748 0.00125988 ]

0.00727838          [ 0.00286925 0.00272907 0.000234936 ]

0.00530042          [ 0.00374749 0.000752507 0.000322608 ]

0.00226894          [ 0.00220757 0.00920408 0.000753637 ]

1.24361e-05          [ 0.320729 0.402768 0.1375 ]

0.00401681          [ 0.00364683 0.00260322 0.000545503 ]

0.00459179          [ 7.37667e-38 1.0207e-35 7.25934e-37 ]

0.00858654          [ 0.675359 0.955768 0.0480325 ]

1.90531e-05          [ 1.03912e-33 1.77778e-35 1.7495e-34 ]

0.0051881          [ 1.58184 0.472168 0.0794959 ]

0.00437403          [ 0.00614064 0.00721422 0.00059707 ]

0.00273181          [ 0.00235436 0.00983205 0.000955994 ]

0.00358912          [ 0.0087919 0.00310035 0.000727643 ]

0.00134528          [ 0.00827156 0.00478093 0.00194131 ]

0.00414165          [ 1.76987 1.97925 0.0995057 ]

2.04721e-05          [ 1.77778e-35 2.89608e-33 1.62824e-34 ]

0.00070191          [ 4.63768e-37 1.05776e-35 4.74895e-36 ]

0.00783648          [ 0.117272 1.04788 0.0526509 ]

1.83107e-05          [ 3.23539e-33 1.77778e-35 1.82043e-34 ]

0.00471146          [ 1.74291 1.55641 0.0875732 ]

0.00742612          [ 1.10385 0.122833 0.0554956 ]

0.000784762          [ 9.40148e-36 4.63768e-37 4.24757e-36 ]

0.00238044          [ 0.0101606 0.0100711 0.0012564 ]

0.00686503          [ 0.00336136 0.00419475 0.000379268 ]

0.00238592          [ 0.00380345 0.00967168 0.00109127 ]

0.00615254          [ 0.00534277 0.00275961 0.000484508 ]

0.000417774          [ 0.0406406 0.0251037 0.00713533 ]

0.00353469          [ 0.0041175 0.00707098 0.000609697 ]

0.00161325          [ 0.00393808 0.00902167 0.00133588 ]

0.00327322          [ 0.00760001 0.00510355 0.000654783 ]

0.00193639          [ 0.00852386 0.0032206 0.00109384 ]

0.000370401          [ 0.0690473 0.0562335 0.00706564 ]

0.00282341          [ 0.00787856 0.00617359 0.000794391 ]

0.00331344          [ 0.00495542 0.00339384 0.00071756 ]

0.00515357          [ 0.00689047 0.0046995 0.000524068 ]

0.000639899          [ 0.0378485 0.00589803 0.0042207 ]

0.00772538          [ 0.00195012 0.0045966 0.000349603 ]

0.00242332          [ 0.00155742 0.00621685 0.00111451 ]

0.00432572          [ 0.00760833 0.00801144 0.000704695 ]

0.00340071          [ 0.00284759 0.00967784 0.000896375 ]

0.0037423          [ 0.0092617 0.00305405 0.000814671 ]

0.0013711          [ 0.00833459 0.00706281 0.00222326 ]

0.00763063          [ 0.00468082 0.00115593 0.000376671 ]

0.000480881          [ 0.0183424 0.0126633 0.00597703 ]

0.00776291          [ 0.00424926 0.00460106 0.000370253 ]

0.00218594          [ 0.00278577 0.0150903 0.00131487 ]

0.00685146          [ 0.00436871 0.0038892 0.000351245 ]

0.00155776          [ 0.00536513 0.0192149 0.00154488 ]

0.00715442          [ 0.00372451 0.000708957 0.000336372 ]

1.75021e-05          [ 0.289803 0.477517 0.1375 ]

1.99415e-05          [ 1.74208 0.211196 0.1375 ]

1.99415e-05          [ 1.7888 1.74208 0.1375 ]

0.00139079          [ 0.00302818 0.00369818 0.00197151 ]

0.00257063          [ 0.00200083 0.0138765 0.00106665 ]

0.00545144          [ 0.00397279 0.00302809 0.000431786 ]

0.00272225          [ 0.00697703 0.00543976 0.000751644 ]

0.00207691          [ 0.0113763 0.00638279 0.000819578 ]

0.00202617          [ 0.00654263 0.000558436 0.000840103 ]

1.23796e-05          [ 0.929165 1.9086 0.1375 ]

0.0010666          [ 0.00106083 0.0107844 0.0015959 ]

0.00176553          [ 0.0121682 0.0207359 0.00161384 ]

2.0722e-05          [ 0.233291 1.03673 0.1375 ]

0.00553093          [ 0.00279604 0.00491307 0.000382635 ]

0.00107626          [ 0.00335336 0.0143689 0.00196638 ]

0.00669975          [ 0.00546435 0.00297934 0.000425281 ]

0.00388802          [ 0.00513394 0.00124338 0.000732837 ]

0.0061455          [ 0.00442175 0.0024926 0.00034437 ]

0.00232982          [ 0.00657486 0.00154908 0.000908364 ]

1.8048e-05          [ 1.05113 1.42928 0.1375 ]

0.00219825          [ 0.00468573 0.00862997 0.0011289 ]

0.00516306          [ 0.00514316 0.00340386 0.000496106 ]

0.00350425          [ 0.00468467 0.00281631 0.000679391 ]

0.00457768          [ 0.00517392 0.00368952 0.000391346 ]

0.004162          [ 0.00405802 0.000570153 0.000430432 ]

0.00210066          [ 0.00436438 0.0112748 0.000852806 ]

1.30288e-05          [ 0.182134 0.70368 0.1375 ]

0.00843749          [ 0.322745 0.973607 0.048913 ]

0.00201553          [ 1.57325e-37 1.09125e-35 1.65383e-36 ]

0.00532249          [ 1.54341 1.03916 0.0775395 ]

1.78365e-05          [ 2.50453e-33 1.77778e-35 1.86883e-34 ]

0.00155926          [ 0.0224633 0.0174342 0.00165891 ]

1.88121e-05          [ 1.44505 0.138113 0.1375 ]

0.00411246          [ 0.00253859 0.00851707 0.000628984 ]

0.00236131          [ 0.00110032 0.00442122 0.00109544 ]

0.00293528          [ 0.00647204 0.00281775 0.000617035 ]

0.000165258          [ 0.16181 0.0685827 0.015591 ]

0.00120952          [ 0.0289778 0.0221467 0.00240061 ]

0.00423031          [ 0.00365151 0.00828525 0.000686375 ]

2.1117e-05          [ 1.2685 0.340234 0.1375 ]

0.00358524          [ 0.00200397 0.0043085 0.000809871 ]

0.00637675          [ 0.0041524 0.00392938 0.000355535 ]

0.00512742          [ 0.00154467 0.00516416 0.000442163 ]

0.00288347          [ 0.00868977 0.00225353 0.000786261 ]

0.00036053          [ 0.0180234 0.0219681 0.00628839 ]

0.000461216          [ 0.00175702 0.0222251 0.00417907 ]

0.00679203          [ 0.0015092 0.00400842 0.000283781 ]

0.00257425          [ 0.00690885 0.000314797 0.000748743 ]

0.00911484          [ 0.00298692 0.00195123 0.000211463 ]

0.00496948          [ 0.00316028 0.00238787 0.000372875 ]

0.00369396          [ 0.00746653 0.00930045 0.000815887 ]

0.00274879          [ 0.00344964 0.0100339 0.00109643 ]

0.00326527          [ 0.0106369 0.00503585 0.000933686 ]

0.00197334          [ 0.00833277 0.00487141 0.00154496 ]

0.00538172          [ 0.00539499 0.00372347 0.000445243 ]

0.0042071          [ 0.00476306 0.00138315 0.000569555 ]

0.00111342          [ 0.0133056 0.0260766 0.00215208 ]

0.000478389          [ 0.0121639 0.030968 0.00500884 ]

0.00364146          [ 0.00337738 0.0040336 0.000728971 ]

0.000238635          [ 0.0577937 0.0556717 0.00860908 ]

0.00390419          [ 0.00448905 0.00480968 0.000459972 ]

0.00196074          [ 0.00375385 0.00895872 0.00091797 ]

0.00240381          [ 0.00771106 0.00352886 0.000737659 ]

0.00165417          [ 0.00512253 0.00438139 0.00107075 ]

0.00267225          [ 0.0045554 0.00554538 0.000852209 ]

0.00454418          [ 0.00710721 0.0064564 0.000572615 ]

0.00306295          [ 0.0027781 0.0105442 0.000849529 ]

0.00365666          [ 0.00802345 0.00151826 0.000711596 ]

0.00107565          [ 0.00516131 0.00791071 0.00241906 ]

0.0023882          [ 0.00631767 0.00685812 0.00113935 ]

0.000652363          [ 0.0217087 0.0242101 0.00407111 ]

0.00507718          [ 0.00279597 0.00434083 0.000441042 ]

0.0066491          [ 0.00259604 0.00416443 0.00041417 ]

0.00639283          [ 0.00451839 0.00285119 0.000340299 ]

0.00291578          [ 0.00460119 0.00990654 0.000746104 ]

0.00415222          [ 0.00438975 0.000664218 0.000523931 ]

1.58216e-05          [ 0.174317 0.847957 0.1375 ]

0.00399472          [ 0.00278329 0.00508747 0.000561792 ]

0.00418005          [ 0.00320695 0.0058679 0.000633152 ]

0.00275403          [ 0.00807545 0.00516599 0.000794966 ]

0.00306332          [ 0.00573711 0.00630182 0.000768141 ]

0.00292427          [ 0.0120654 0.00924655 0.00101686 ]

0.00595718          [ 0.00272152 0.00592268 0.000499159 ]

2.1626e-05          [ 1.25032 0.368517 0.1375 ]

0.00290479          [ 0.00274359 0.00558132 0.00102368 ]

0.00350195          [ 0.00458275 0.00292201 0.000673361 ]

0.00254926          [ 0.00522304 0.00605472 0.00094182 ]

0.0037054          [ 0.00398009 0.00440344 0.000706737 ]

0.00731629          [ 0.00257466 0.00358345 0.000261488 ]

0.00343245          [ 0.000468949 0.0054879 0.000557361 ]

0.00523083          [ 0.00501212 0.0017187 0.000365739 ]

2.7668e-05          [ 0.324932 0.0581773 0.0691456 ]

0.00464252          [ 0.00608453 0.00711542 0.000497014 ]

0.000971098          [ 0.000544387 0.0290883 0.00237607 ]

0.00600344          [ 0.00550243 0.000885262 0.000384346 ]

0.00100125          [ 0.00530799 0.000527994 0.00230452 ]

0.000531553          [ 0.0429618 0.000685455 0.00350868 ]

0.000853002          [ 0.000427146 0.00503102 0.00218645 ]

0.00414574          [ 0.00645569 0.00550842 0.000449871 ]

0.00583605          [ 0.000735337 0.00458591 0.000319573 ]

0.000937957          [ 0.0151393 0.0254111 0.00268121 ]

0.00134324          [ 0.00982426 0.0171612 0.0018131 ]

0.00390245          [ 0.00310548 0.00333571 0.000614343 ]

2.00865e-05          [ 1.72125 1.16125 0.1375 ]

0.00213671          [ 0.00788481 0.0161809 0.00129259 ]

0.000919013          [ 0.025381 0.00609245 0.00300528 ]

0.0036341          [ 0.0015407 0.00463597 0.000759995 ]

0.000730682          [ 4.38356e-37 2.1374e-35 4.56195e-36 ]

0.0082953          [ 0.233076 0.990152 0.0497466 ]

0.00236421          [ 2.15925e-35 1.35478e-37 1.40992e-36 ]

0.0086455          [ 0.950044 0.730995 0.0477315 ]

0.0100915          [ 0.00193592 0.00248565 0.000181459 ]

0.00521763          [ 0.000297362 0.00374428 0.000350962 ]

0.00393809          [ 0.00636958 0.0018027 0.000464994 ]

1.33177e-05          [ 0.533062 0.116501 0.1375 ]

0.00170397          [ 0.00591873 0.00552262 0.00104893 ]

